Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.278447,33.296,33.379,0.199,1.264,16.123
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.278655,33.313,33.380,0.068,1.209,15.922
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.260141,33.697,33.374,0.111,9.271,34.466
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.311823,33.376,33.615,0.228,1.270,16.362
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.312060,33.405,33.613,0.068,1.184,16.130
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.293100,32.959,33.621,0.125,8.204,35.129
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.345139,33.316,33.163,0.214,1.257,16.209
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.345358,33.298,33.168,0.046,1.108,16.001
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.326861,33.761,33.176,0.119,9.175,34.543
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.361916,16.777,16.567,0.246,1.871,15.999
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.378533,16.617,16.721,0.339,1.196,16.103
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.378878,33.520,33.287,0.064,0.931,15.768
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.359666,32.805,33.287,0.099,10.505,35.025
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,28.394987,16.454,16.641,0.291,1.742,16.290
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.411946,16.959,16.704,0.194,1.179,16.035
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.412144,33.266,33.342,0.052,1.058,15.844
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.395854,36.188,33.333,0.098,10.755,32.170
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,28.428299,16.353,16.661,0.217,1.221,16.343
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.445201,16.902,16.698,0.196,1.222,16.139
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.445408,33.264,33.363,0.067,1.175,15.943
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.425877,30.023,33.367,0.116,9.780,35.514
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.461835,16.634,16.656,0.225,2.234,16.161
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.478624,16.789,19.328,0.188,1.209,18.700
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.478821,33.413,35.981,0.068,1.171,18.511
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.460097,34.220,35.981,0.109,11.354,37.275
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.512384,33.760,30.778,0.265,1.281,15.718
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.512653,33.832,30.774,0.058,1.084,15.453
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.492515,32.418,30.770,0.102,8.067,35.627
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.545383,32.998,33.333,0.223,1.168,16.053
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.545610,32.957,33.336,0.056,1.017,15.832
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.525925,33.410,33.340,0.104,8.539,35.557
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.562076,16.693,16.647,0.225,1.776,16.007
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.578866,16.790,16.704,0.255,1.193,15.921
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.579126,33.515,33.352,0.055,1.004,15.668
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.559832,33.907,33.353,0.104,10.937,35.003
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.595441,16.575,16.656,0.231,2.057,16.002
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.595682,16.556,16.655,0.070,1.891,15.767
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.611884,16.443,16.701,0.143,1.218,16.260
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.612039,16.357,16.702,0.059,1.184,16.112
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.593700,33.868,33.361,0.112,11.337,34.496
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,28.628626,16.741,16.660,0.302,1.776,16.178
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.645508,16.882,16.763,0.227,1.119,16.059
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.645746,33.707,33.421,0.091,0.988,15.826
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.629085,35.385,33.413,0.091,9.968,32.524
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.662185,16.677,21.378,0.241,2.033,20.760
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.683511,21.327,11.909,0.209,0.598,11.342
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.683732,37.985,33.288,0.074,0.433,11.129
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.660224,31.139,33.281,0.094,11.253,34.666
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.712038,28.526,33.355,0.216,0.714,16.171
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.712259,28.527,33.356,0.053,0.558,15.958
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.693850,33.627,33.365,0.110,2.705,34.405
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.745517,33.480,33.372,0.223,0.576,16.063
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.745745,33.486,33.371,0.061,0.416,15.843
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.726494,32.643,33.374,0.112,2.295,35.136
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.762359,16.842,16.697,0.308,0.758,15.918
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.762674,16.930,16.699,0.068,0.517,15.612
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.759516,33.022,16.708,0.105,1.867,18.822
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.812398,50.038,50.008,0.243,0.857,15.888
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.812649,49.975,50.006,0.068,0.670,15.643
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.793078,33.562,49.994,0.115,2.156,35.253
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.829208,16.810,17.035,0.219,0.791,16.113
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.829436,16.787,17.034,0.071,0.633,15.890
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.825902,32.824,17.014,0.099,2.406,19.443
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.862187,32.980,32.996,0.240,1.133,16.130
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.879031,16.844,16.703,0.218,0.809,15.988
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.879259,49.823,49.703,0.067,0.652,15.770
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.863442,37.540,49.717,0.105,3.398,31.621
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.912357,33.326,33.345,0.249,0.611,16.008
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.912610,33.351,33.342,0.053,0.423,15.761
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.893008,29.566,33.341,0.103,2.131,35.395
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.929013,16.655,16.674,0.212,0.672,16.026
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.929230,16.619,16.672,0.051,0.521,15.813
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.926171,33.163,16.658,0.126,2.219,18.890
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.962249,33.236,33.422,0.235,0.844,16.212
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,28.979163,16.914,16.665,0.253,0.770,15.962
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,28.979425,50.195,50.090,0.070,0.581,15.709
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.959630,33.460,50.118,0.133,2.482,35.549
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.012348,33.184,33.320,0.228,0.615,16.098
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.012586,33.162,33.318,0.062,0.447,15.865
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,28.994096,34.466,33.308,0.130,2.440,34.390
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.029101,16.754,16.678,0.229,0.676,16.021
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.029335,16.749,16.677,0.052,0.509,15.793
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.025808,31.712,16.663,0.095,2.139,19.341
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.062387,33.286,33.360,0.266,0.782,16.095
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.079003,16.616,16.705,0.116,0.763,16.185
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.079130,49.795,50.066,0.070,0.709,16.064
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.059728,33.920,50.079,0.098,2.436,35.501
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.112516,33.513,33.392,0.228,0.846,16.064
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.112753,33.624,33.392,0.067,0.674,15.833
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.095834,36.106,33.389,0.098,2.080,32.783
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.145818,33.303,33.306,0.200,0.562,16.069
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.146035,33.282,33.306,0.067,0.413,15.857
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.127219,31.384,33.309,0.110,2.302,34.707
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.162533,16.715,16.695,0.247,0.693,16.048
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.179296,16.762,16.668,0.432,0.898,15.954
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.179732,33.697,33.368,0.156,0.539,15.528
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.160179,32.961,33.373,0.079,2.016,35.120
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.195929,16.633,16.681,0.225,0.730,16.002
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.196158,16.425,16.676,0.054,0.572,15.778
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.192893,32.713,16.658,0.110,2.255,19.064
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.212273,16.345,16.693,0.172,0.661,16.350
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.229298,17.024,16.667,0.304,1.031,15.992
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.245837,16.539,16.700,0.172,0.571,16.154
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.246013,49.855,50.063,0.053,0.468,15.986
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.226079,33.186,50.080,0.099,2.925,35.958
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.262501,16.664,16.655,0.261,0.784,16.144
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.279075,16.574,16.683,0.122,0.712,16.253
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.279206,33.193,33.335,0.071,0.651,16.128
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.260185,34.106,33.334,0.114,2.183,35.187
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.295978,16.903,16.700,0.255,0.777,16.050
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.296242,17.036,16.700,0.067,0.582,15.791
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.292427,32.243,16.697,0.102,2.120,19.641
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.346025,50.047,50.051,0.237,0.777,16.055
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.346266,50.024,50.050,0.054,0.602,15.818
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.328627,36.200,50.052,0.114,2.323,33.494
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.362816,16.791,16.659,0.235,0.916,15.923
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.363055,16.789,16.660,0.053,0.741,15.689
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.359407,30.780,16.653,0.115,2.450,19.366
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,29.395786,32.970,33.349,0.261,0.760,16.302
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.412635,16.849,16.683,0.173,0.768,16.136
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.412812,49.757,50.032,0.054,0.662,15.964
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.394044,34.637,50.043,0.109,3.145,34.772
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.429443,16.808,16.680,0.244,0.713,16.007
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.429696,16.884,16.679,0.070,0.530,15.758
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.425836,31.792,16.658,0.097,2.249,19.638
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,29.445754,16.311,16.683,0.151,0.550,16.379
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.462806,17.052,16.676,0.222,0.852,16.002
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.479215,16.409,16.776,0.109,0.656,16.370
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.479333,49.637,50.135,0.067,0.651,16.257
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.460096,34.260,50.148,0.115,2.252,35.526
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.496355,17.140,16.591,0.211,0.786,15.820
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.496575,17.241,16.590,0.068,0.623,15.605
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.492721,32.626,16.575,0.095,2.874,19.475
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.546130,49.775,50.055,0.226,0.789,16.100
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.546361,49.786,50.056,0.060,0.623,15.875
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.526887,34.166,50.084,0.110,2.241,35.394
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.562940,16.810,16.677,0.275,0.962,15.967
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.579645,16.704,16.683,0.274,0.769,15.945
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.579923,33.562,33.360,0.054,0.558,15.674
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.562962,36.075,33.357,0.124,3.514,32.676
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.612969,33.324,33.357,0.233,0.826,15.978
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.613210,33.287,33.358,0.068,0.657,15.745
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.593593,30.631,33.356,0.121,2.599,35.401
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.629724,16.755,16.665,0.230,0.690,15.889
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.629971,16.761,16.662,0.067,1.060,15.646
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.626216,32.623,16.641,0.100,2.321,19.419
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,29.645879,16.155,17.321,0.115,0.540,17.054
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.663525,17.646,16.043,0.234,0.648,15.451
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.679460,15.935,16.681,0.152,0.766,16.198
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.679620,49.649,50.046,0.104,0.671,16.042
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.660664,34.448,50.064,0.127,2.513,35.035
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.696436,16.976,16.677,0.237,0.712,15.899
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.696683,17.063,16.676,0.064,1.025,15.655
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.692870,32.205,16.659,0.099,1.985,19.488
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.729675,33.239,33.359,0.240,0.891,16.019
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.729919,33.236,33.359,0.051,0.713,15.778
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.726236,33.366,33.358,0.106,2.220,19.480
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.746208,16.533,16.685,0.146,0.546,16.171
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.746364,16.445,16.686,0.072,0.459,16.020
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.763144,16.937,16.686,0.220,0.803,15.920
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.763381,17.017,16.686,0.066,0.634,15.688
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.759447,33.211,33.376,0.100,2.023,19.645
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.813132,49.987,50.621,0.273,0.716,16.554
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.813414,50.032,50.621,0.069,0.507,16.277
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.796668,37.222,50.639,0.126,2.870,33.063
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.830499,17.367,16.100,0.219,0.808,15.287
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.830722,17.308,16.099,0.062,0.659,15.068
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.826510,29.841,16.081,0.103,2.379,19.303
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.846173,15.675,16.680,0.141,0.707,16.293
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.863228,17.055,16.672,0.224,0.824,15.909
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.863456,32.734,33.351,0.051,0.668,15.685
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.859678,33.168,33.343,0.124,2.333,19.478
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.896563,33.335,33.361,0.222,0.739,15.936
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.896790,33.334,33.362,0.051,0.582,15.713
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.892680,33.002,33.363,0.105,2.143,19.839
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.912969,16.406,16.687,0.143,0.655,16.217
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.913120,16.331,16.687,0.065,0.574,16.070
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.929917,16.948,16.676,0.262,0.652,15.945
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.930196,17.076,16.676,0.075,0.438,15.671
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.926891,34.212,33.363,0.114,2.305,18.991
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.963294,33.377,33.375,0.221,0.788,15.943
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,29.963531,33.335,33.376,0.067,0.616,15.712
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.959706,32.815,33.387,0.113,1.980,19.563
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,29.979775,16.481,17.536,0.224,0.856,16.998
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,30.013114,33.340,32.500,0.218,0.617,16.159
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,30.013336,49.805,50.036,0.054,0.462,15.943
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,29.993247,33.541,50.051,0.114,4.726,36.074
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,30.029617,16.503,16.673,0.224,0.407,16.328
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,30.046587,16.969,16.716,0.178,0.584,16.074
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,30.046770,33.433,33.388,0.059,0.467,15.897
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,30.028592,35.346,33.376,0.111,3.352,34.104
